0.1	0	2	0.02838444709777832
0.1	1	3	0.0503084659576416
0.1	2	2	0.04057002067565918
0.1	3	3	0.06389236450195312
0.1	4	2	0.044910430908203125
0.1	5	2	0.04429197311401367
0.1	6	3	0.06307363510131836
0.1	7	2	0.048369407653808594
0.1	8	2	0.03974652290344238
0.1	9	3	0.07003927230834961
0.2	0	3	0.06398844718933105
0.2	1	3	0.062073469161987305
0.2	2	3	0.07034778594970703
0.2	3	3	0.06761765480041504
0.2	4	3	0.07553911209106445
0.2	5	3	0.07331681251525879
0.2	6	3	0.06990289688110352
0.2	7	3	0.06986236572265625
0.2	8	3	0.06696963310241699
0.2	9	3	0.07600975036621094
0.30000000000000004	0	4	0.09232878684997559
0.30000000000000004	1	3	0.07710742950439453
0.30000000000000004	2	3	0.07513856887817383
0.30000000000000004	3	3	0.08170509338378906
0.30000000000000004	4	4	0.09711503982543945
0.30000000000000004	5	4	0.1008608341217041
0.30000000000000004	6	3	0.0688467025756836
0.30000000000000004	7	3	0.07143473625183105
0.30000000000000004	8	4	0.08693671226501465
0.30000000000000004	9	3	0.07685160636901855
0.4	0	4	0.0935823917388916
0.4	1	4	0.09797239303588867
0.4	2	4	0.0966041088104248
0.4	3	4	0.08841538429260254
0.4	4	4	0.0955348014831543
0.4	5	4	0.09765815734863281
0.4	6	4	0.09380674362182617
0.4	7	4	0.09226107597351074
0.4	8	5	0.1182701587677002
0.4	9	4	0.09259557723999023
0.5	0	5	0.11509418487548828
0.5	1	4	0.10149312019348145
0.5	2	4	0.10234308242797852
0.5	3	6	0.14435338973999023
0.5	4	6	0.2307906150817871
0.5	5	6	0.149733304977417
0.5	6	5	0.09679818153381348
0.5	7	5	0.1115720272064209
0.5	8	5	0.12818193435668945
0.5	9	5	0.13095951080322266
0.6	0	5	0.13141274452209473
0.6	1	6	0.14368557929992676
0.6	2	6	0.15191984176635742
0.6	3	6	0.13778972625732422
0.6	4	6	0.15578126907348633
0.6	5	6	0.13837599754333496
0.6	6	5	0.12810778617858887
0.6	7	5	0.09968423843383789
0.6	8	6	0.1477057933807373
0.6	9	7	0.19233369827270508
0.7000000000000001	0	7	0.19794845581054688
0.7000000000000001	1	5	0.11245417594909668
0.7000000000000001	2	6	0.1460738182067871
0.7000000000000001	3	7	0.20232558250427246
0.7000000000000001	4	6	0.14899826049804688
0.7000000000000001	5	8	0.20695185661315918
0.7000000000000001	6	6	0.1377575397491455
0.7000000000000001	7	6	0.1628282070159912
0.7000000000000001	8	6	0.13408517837524414
0.7000000000000001	9	7	0.19457101821899414
0.8	0	7	0.19884824752807617
0.8	1	7	0.1920759677886963
0.8	2	10	3.1212964057922363
0.8	3	7	0.16082215309143066
0.8	4	8	0.2342369556427002
0.8	5	8	0.26871538162231445
0.8	6	7	0.18029308319091797
0.8	7	8	0.3113284111022949
0.8	8	8	0.28107261657714844
0.8	9	7	0.19716429710388184
0.9	0	10	2.8594272136688232
0.9	1	11	100.17414593696594
0.9	2	11	106.5190200805664
0.9	3	11	119.5975193977356
0.9	4	9	0.3985111713409424
0.9	5	10	3.2976627349853516
0.9	6	11	50.38009166717529
0.9	7	11	44.61815810203552
0.9	8	8	0.22524619102478027
0.9	9	11	38.16878008842468
