0.1	0	2	0.037583351135253906
0.1	1	2	0.03595256805419922
0.1	2	2	0.04806089401245117
0.1	3	2	0.0383756160736084
0.1	4	2	0.04157567024230957
0.1	5	3	0.06852006912231445
0.1	6	2	0.04221916198730469
0.1	7	2	0.056414127349853516
0.1	8	2	0.044991493225097656
0.1	9	2	0.04910993576049805
0.2	0	3	0.07294988632202148
0.2	1	3	0.06981062889099121
0.2	2	3	0.06000781059265137
0.2	3	3	0.06572365760803223
0.2	4	2	0.0516207218170166
0.2	5	2	0.04412412643432617
0.2	6	3	0.0764167308807373
0.2	7	3	0.07037544250488281
0.2	8	3	0.08488965034484863
0.2	9	2	0.03767132759094238
0.30000000000000004	0	4	0.08228468894958496
0.30000000000000004	1	2	0.04434561729431152
0.30000000000000004	2	3	0.06952095031738281
0.30000000000000004	3	3	0.06331658363342285
0.30000000000000004	4	3	0.0690915584564209
0.30000000000000004	5	3	0.07329583168029785
0.30000000000000004	6	3	0.07509875297546387
0.30000000000000004	7	3	0.07231616973876953
0.30000000000000004	8	3	0.06795835494995117
0.30000000000000004	9	3	0.06506824493408203
0.4	0	3	0.06047821044921875
0.4	1	4	0.09837508201599121
0.4	2	4	0.09317207336425781
0.4	3	3	0.07085990905761719
0.4	4	3	0.07041311264038086
0.4	5	3	0.061631202697753906
0.4	6	3	0.07604479789733887
0.4	7	3	0.0750570297241211
0.4	8	5	0.11653947830200195
0.4	9	3	0.05917954444885254
0.5	0	4	0.08792996406555176
0.5	1	3	0.06487917900085449
0.5	2	4	0.09440040588378906
0.5	3	4	0.0882265567779541
0.5	4	4	0.09159636497497559
0.5	5	3	0.07168698310852051
0.5	6	4	0.09601545333862305
0.5	7	4	0.08716392517089844
0.5	8	4	0.10318326950073242
0.5	9	5	0.11679983139038086
0.6	0	5	0.11355829238891602
0.6	1	4	0.09081411361694336
0.6	2	4	0.09646749496459961
0.6	3	4	0.08936524391174316
0.6	4	5	0.13485145568847656
0.6	5	4	0.093597412109375
0.6	6	4	0.10221409797668457
0.6	7	4	0.1378772258758545
0.6	8	4	0.12553000450134277
0.6	9	5	0.15291213989257812
0.7000000000000001	0	6	0.1500530242919922
0.7000000000000001	1	6	0.1787731647491455
0.7000000000000001	2	5	0.11880707740783691
0.7000000000000001	3	6	0.14459967613220215
0.7000000000000001	4	5	0.11129999160766602
0.7000000000000001	5	5	0.12113666534423828
0.7000000000000001	6	6	0.15496230125427246
0.7000000000000001	7	5	0.12823224067687988
0.7000000000000001	8	5	0.11482357978820801
0.7000000000000001	9	5	0.11821222305297852
0.8	0	6	0.14539170265197754
0.8	1	7	0.15949320793151855
0.8	2	7	0.1845242977142334
0.8	3	6	0.3470926284790039
0.8	4	6	0.13694119453430176
0.8	5	7	0.2895781993865967
0.8	6	6	0.14170432090759277
0.8	7	6	0.1816694736480713
0.8	8	5	0.12030768394470215
0.8	9	6	0.14594483375549316
0.9	0	6	0.1445295810699463
0.9	1	6	0.1415412425994873
0.9	2	7	0.1875605583190918
0.9	3	7	0.17758989334106445
0.9	4	7	0.18327736854553223
0.9	5	8	0.26953768730163574
0.9	6	7	0.24551677703857422
0.9	7	9	0.5077002048492432
0.9	8	7	0.21169471740722656
0.9	9	9	0.4006960391998291
